,Unnamed: 0,Person,SeasonNr,EpisodeID,EpisodeTitle,Scene,ScreenLine,scene_locations
57,58,jon snow,1,1,winter is coming,Unnamed Scene_2,Now there are five.,
58,59,jon snow,1,1,winter is coming,Unnamed Scene_2,You want to hold it?,
59,60,bran stark,1,1,winter is coming,Unnamed Scene_2,Where will they go? Their mother's dead.,
60,61,rodrik cassel,1,1,winter is coming,Unnamed Scene_2,They don't belong down here.,
61,62,eddard stark,1,1,winter is coming,Unnamed Scene_2,Better a quick death. They won't last without their mother.,
62,63,theon greyjoy,1,1,winter is coming,Unnamed Scene_2,Right. Give it here.,
63,64,bran stark,1,1,winter is coming,Unnamed Scene_2,NO!,
64,65,robb stark,1,1,winter is coming,Unnamed Scene_2,Put away your blade.,
65,66,theon greyjoy,1,1,winter is coming,Unnamed Scene_2,"I take orders from your father, not you.",
66,67,bran stark,1,1,winter is coming,Unnamed Scene_2,"Please, father!",
67,68,eddard stark,1,1,winter is coming,Unnamed Scene_2,"I'm sorry, Bran.",
68,69,jon snow,1,1,winter is coming,Unnamed Scene_2,Lord Stark? There are five pups. One for each of the Stark children. The direwolf is the sigil of your House. They were meant to have them.,
69,70,eddard stark,1,1,winter is coming,Unnamed Scene_2,"You will train them yourselves. You will feed them yourselves. And if they die, you will bury them yourselves.",
70,71,bran stark,1,1,winter is coming,Unnamed Scene_2,What about you?,
71,72,jon snow,1,1,winter is coming,Unnamed Scene_2,I'm not a Stark. Get on.,
72,73,robb stark,1,1,winter is coming,Unnamed Scene_2,What is it?,
73,74,theon greyjoy,1,1,winter is coming,Unnamed Scene_2,"The runt of the litter. That one's yours, Snow.",
74,75,jaime lannister,1,1,winter is coming,Unnamed Scene_2,"As your brother, I feel it's my duty to warn you",
75,76,cersei lannister,1,1,winter is coming,Unnamed Scene_2,"And you never worry about anything. When we were seven, you jumped off the cliffs as Casterly Rock. One hundred foot drop into the water. And you were never afraid.",
76,77,jaime lannister,1,1,winter is coming,Unnamed Scene_2,"There was nothing to be afraid of until you told father. [In a whisper, mimicking] We're Lannisters. Lannisters don't act like fools.",
77,78,cersei lannister,1,1,winter is coming,Unnamed Scene_2,What if Jon Arryn told someone?,
78,79,jaime lannister,1,1,winter is coming,Unnamed Scene_2,But who would he tell?,
79,80,cersei lannister,1,1,winter is coming,Unnamed Scene_2,My husband.,
80,81,jaime lannister,1,1,winter is coming,Unnamed Scene_2,"If he told the king, both our heads would be skewered on the city gates by now. Whatever Jon Arryn knew or didn't know, it died with him. And Robert will choose a new Hand of the king, someone to do his job while he's off fucking boars and hunting whores. Or is it the other way around? And life will go on.",
81,82,cersei lannister,1,1,winter is coming,Unnamed Scene_2,You should be the Hand of the king.,
82,83,jaime lannister,1,1,winter is coming,Unnamed Scene_2,"That's an honor I can do without. Their days are too long, their lives are too short.",
83,84,catelyn stark,1,1,winter is coming,Unnamed Scene_2,All these years and I still feel like an outsider when I come here.,
84,85,eddard stark,1,1,winter is coming,Unnamed Scene_2,You have five northern children. You're not an outsider.,
85,86,catelyn stark,1,1,winter is coming,Unnamed Scene_2,I wonder if the old gods agree.,
86,87,eddard stark,1,1,winter is coming,Unnamed Scene_2,It's your gods with all the rules.,
87,88,catelyn stark,1,1,winter is coming,Unnamed Scene_2,"I am so sorry, my love.",
88,89,eddard stark,1,1,winter is coming,Unnamed Scene_2,Tell me.,
89,90,catelyn stark,1,1,winter is coming,Unnamed Scene_2,There was a raven from Kings Landing. Jon Arryn is dead. A fever took him. I know he was like a father to you.,
90,91,eddard stark,1,1,winter is coming,Unnamed Scene_2,Your sister. The boy ...,
91,92,catelyn stark,1,1,winter is coming,Unnamed Scene_2,They both have their health. Gods be good. [pause] The raven brought more news. The king rides for Winterfell. With the queen and all the rest of them.,
92,93,eddard stark,1,1,winter is coming,Unnamed Scene_2,"He's coming this far North, there's only one thing he's after.",
93,94,catelyn stark,1,1,winter is coming,Unnamed Scene_2,"You can always say no, Ned.",
94,95,catelyn stark,1,1,winter is coming,Unnamed Scene_2,We need plenty of candles for Lord Tyrion's chamber. I'm told he reads all night.,
95,96,luwin,1,1,winter is coming,Unnamed Scene_2,I'm told he drinks all night.,
96,97,catelyn stark,1,1,winter is coming,Unnamed Scene_2,How much could he possibly drink? A man of his ... stature.,
97,98,luwin,1,1,winter is coming,Unnamed Scene_2,We've brought up eight barrels of ale from the cellar. Perhaps we'll find out.,
98,99,catelyn stark,1,1,winter is coming,Unnamed Scene_2,"In any case, candles.",
99,100,jon snow,1,1,winter is coming,Unnamed Scene_2,Why's your mother so dead-set on us getting pretty for the king?,
100,101,theon greyjoy,1,1,winter is coming,Unnamed Scene_2,"It's for the queen, I bet. I hear she's [sleek as a mink?]",
101,102,robb stark,1,1,winter is coming,Unnamed Scene_2,I hear the prince is a right royal prick.,
102,103,theon greyjoy,1,1,winter is coming,Unnamed Scene_2,Think of all those southern girls he gets to stab with his right royal prick.,
103,104,robb stark,1,1,winter is coming,Unnamed Scene_2,"Go on, Tommy, shave him good. He's never met a girl he likes better than his own hair.",
104,105,catelyn stark,1,1,winter is coming,Unnamed Scene_2,"Gods, but they grow fast. [Seeing BRAN on the wall] Brandon!",
105,106,bran stark,1,1,winter is coming,Unnamed Scene_2,I saw the king! He's got hundreds of people!,
106,107,catelyn stark,1,1,winter is coming,Unnamed Scene_2,How many times have I told you,
107,108,bran stark,1,1,winter is coming,Unnamed Scene_2,But he's coming right now! Down our road!,
108,109,catelyn stark,1,1,winter is coming,Unnamed Scene_2,I want you to promise me,
109,110,bran stark,1,1,winter is coming,Unnamed Scene_2,I promise.,
110,111,catelyn stark,1,1,winter is coming,Unnamed Scene_2,D'you know what?,
111,112,bran stark,1,1,winter is coming,Unnamed Scene_2,What?,
112,113,catelyn stark,1,1,winter is coming,Unnamed Scene_2,You always look at your feet before you lie. Run and find your father. Tell him the king is close.,
113,114,catelyn stark,1,1,winter is coming,Unnamed Scene_2,"Where's Arya? Sansa, where's your sister?",
114,115,eddard stark,1,1,winter is coming,Unnamed Scene_2,"Hey,, hey, hey, hey. What are you doing with that on? [Pulls off ARYA's helm]",
115,116,arya stark,1,1,winter is coming,Unnamed Scene_2,Move!,
116,117,eddard stark,1,1,winter is coming,Unnamed Scene_2,Your Grace.,
117,118,robert baratheon,1,1,winter is coming,Unnamed Scene_2,You've got fat.,
118,119,robert baratheon,1,1,winter is coming,Unnamed Scene_2,Cat!,
119,120,catelyn stark,1,1,winter is coming,Unnamed Scene_2,Your Grace.,
120,121,robert baratheon,1,1,winter is coming,Unnamed Scene_2,Nine years. Why haven't I seen you? Where the hell have you been?,
121,122,eddard stark,1,1,winter is coming,Unnamed Scene_2,"Guarding the North for you, Your Grace. Winterfell is yours.",
122,123,arya stark,1,1,winter is coming,Unnamed Scene_2,Where's the Imp?,
123,124,sansa stark,1,1,winter is coming,Unnamed Scene_2,Will you shut up?,
124,125,robert baratheon,1,1,winter is coming,Unnamed Scene_2,"Who have we here? You must be Robb. (To Sansa) My, you're a pretty one. (To Arya) Your name is?",
125,126,arya stark,1,1,winter is coming,Unnamed Scene_2,Arya.,
126,127,arya stark,1,1,winter is coming,Unnamed Scene_2,That's Jaime Lannister. The queen's twin brother.,
127,128,sansa stark,1,1,winter is coming,Unnamed Scene_2,Would you please shut up.,
128,129,eddard stark,1,1,winter is coming,Unnamed Scene_2,My queen.,
129,130,catelyn stark,1,1,winter is coming,Unnamed Scene_2,My queen.,
130,131,robert baratheon,1,1,winter is coming,Unnamed Scene_2,Take me to your crypt. I want to pay my respects.,
131,132,cersei lannister,1,1,winter is coming,Unnamed Scene_2,"We've been riding for a month, my love. Surely the dead can wait.",
132,133,robert baratheon,1,1,winter is coming,Unnamed Scene_2,Ned.,
133,134,arya stark,1,1,winter is coming,Unnamed Scene_2,Where's the Imp?,
134,135,cersei lannister,1,1,winter is coming,Unnamed Scene_2,Where is our brother? Go find the little beast.,
135,136,eddard stark,1,1,winter is coming,Unnamed Scene_2,Tell me about Jon Arryn.,
136,137,robert baratheon,1,1,winter is coming,Unnamed Scene_2,"One minute he was fine, and then ... Burned right through him, whatever it was. I loved that man.",
137,138,eddard stark,1,1,winter is coming,Unnamed Scene_2,We both did.,
138,139,robert baratheon,1,1,winter is coming,Unnamed Scene_2,"He never had to teach you much, but me ... You remember me at 16? All I wanted to do was crack skulls and fuck girls. He showed me what was what.",
139,140,eddard stark,1,1,winter is coming,Unnamed Scene_2,Aye.,
140,141,robert baratheon,1,1,winter is coming,Unnamed Scene_2,"Don't look at me like that. Not his fault I didn't listen. (They laugh. ROBERT sighs.) I need you, Ned. Down at Kings Landing. Not up here, where you're no damn use to anybody. Lord Eddard Stark, I would name you the Hand of the king.",
141,142,eddard stark,1,1,winter is coming,Unnamed Scene_2,I'm not worthy of the honor.,
142,143,robert baratheon,1,1,winter is coming,Unnamed Scene_2,"I'm not trying to honor you. I'm trying to get you to run my kingdom while I eat, drink, and whore my way to an early grave. Damn it, Ned, stand up. You helped me win the Iron Throne, now help me keep the damn thing. We were meant to rule together. If your sister had lived, we would have been bound by blood. Well, it's not too late. I have a son, you have a daughter. We'll join our Houses.",
143,144,tyrion lannister,1,1,winter is coming,Unnamed Scene_2,Mmh. It is true what they say about the Northern girls.,
144,145,ros,1,1,winter is coming,Unnamed Scene_2,Did you hear the king's in Winterfell?,
145,146,tyrion lannister,1,1,winter is coming,Unnamed Scene_2,I did hear something about that.,
146,147,ros,1,1,winter is coming,Unnamed Scene_2,And the queen. And her twin brother. They say that he is the most handsome man in the Seven Kingdoms.,
147,148,tyrion lannister,1,1,winter is coming,Unnamed Scene_2,And the other brother?,
148,149,ros,1,1,winter is coming,Unnamed Scene_2,The queen has two brothers?,
149,150,tyrion lannister,1,1,winter is coming,Unnamed Scene_2,There's the pretty one. And there's the clever one.,
150,151,ros,1,1,winter is coming,Unnamed Scene_2,I hear they call him the Imp.,
151,152,tyrion lannister,1,1,winter is coming,Unnamed Scene_2,I hear he hates that nickname.,
152,153,ros,1,1,winter is coming,Unnamed Scene_2,Oh? I hear he's more than earned it. I hear he's a drunken little lecher into all manner of perversions.,
153,154,tyrion lannister,1,1,winter is coming,Unnamed Scene_2,Clever girl.,
154,155,ros,1,1,winter is coming,Unnamed Scene_2,"We've been expecting you, Lord Tyrion.",
155,156,tyrion lannister,1,1,winter is coming,Unnamed Scene_2,Have you?,
156,157,tyrion lannister,1,1,winter is coming,Unnamed Scene_2,The gods gave me one blessing.,
157,158,jaime lannister,1,1,winter is coming,Unnamed Scene_2,Don't get up.,
158,159,ros,1,1,winter is coming,Unnamed Scene_2,M'lord.,
159,160,tyrion lannister,1,1,winter is coming,Unnamed Scene_2,"Should I explain to you the meaning of a closed door in a whorehouse, brother?",
160,161,jaime lannister,1,1,winter is coming,Unnamed Scene_2,"You've much to teach me, no doubt. But our sister craves your attention.",
161,162,tyrion lannister,1,1,winter is coming,Unnamed Scene_2,"She has odd cravings, our sister.",
162,163,jaime lannister,1,1,winter is coming,Unnamed Scene_2,"A family trait. Now, the Starks are feasting us at sundown. Don't leave me alone with these people.",
163,164,tyrion lannister,1,1,winter is coming,Unnamed Scene_2,"I'm sorry, I've begun the feast a bit early. And this is the first of many courses.",
164,165,jaime lannister,1,1,winter is coming,Unnamed Scene_2,"I thought you might say that. But since we're short on time, (he opens the door; a bevy of whores enter and descend on TYRION) Come on, girls. See you at sundown.",
165,166,tyrion lannister,1,1,winter is coming,Unnamed Scene_2,Close the door!,
166,167,robert baratheon,1,1,winter is coming,Unnamed Scene_2,Did you have to bury her in a place like this? She should be on a hill somewhere with the sun and the clouds above her.,
167,168,eddard stark,1,1,winter is coming,Unnamed Scene_2,She was my sister. This is where she belongs.,
168,169,robert baratheon,1,1,winter is coming,Unnamed Scene_2,She belonged with me.,
169,170,robert baratheon,1,1,winter is coming,Unnamed Scene_2,"In my dreams, I kill him every night.",
170,171,eddard stark,1,1,winter is coming,Unnamed Scene_2,"It's done, Your Grace. The Targaryens are gone.",
171,172,robert baratheon,1,1,winter is coming,Unnamed Scene_2,Not all of them.,
172,173,varys,1,1,winter is coming,Unnamed Scene_3,Daenerys!,
173,174,varys,1,1,winter is coming,Unnamed Scene_3,Daenerys! There's our bride to be! Look - a gift from Illyrio. Touch it. Come on. Feel the fabric. Mmmm. Isn't he a gracious host?,
174,175,daenerys targaryen,1,1,winter is coming,Unnamed Scene_3,We've been his guests for over a year and he's never asked us for anything.,
175,176,varys,1,1,winter is coming,Unnamed Scene_3,"Illyrio is no fool. He knows I won't forget my friends when I come into my throne. You still slouch. Let me see. (He pulls off her gown.) You have a woman's body now. (She endures it as he strokes her breast.) I need you to be perfect today. Can you do that for me? You don't want to wake the dragon, do you?",
176,177,daenerys targaryen,1,1,winter is coming,Unnamed Scene_3,No.,
177,178,varys,1,1,winter is coming,Unnamed Scene_3,"When they write the history of my reign, sweet sister, they will say it began today.",
178,180,varys,1,1,winter is coming,Unnamed Scene_4,Where is he?,
179,181,illyrio mopatis,1,1,winter is coming,Unnamed Scene_4,The Dothraki are not known for their punctuality.,
180,182,illyrio mopatis,1,1,winter is coming,Unnamed Scene_4,"(Greets them in Dothraki.) May I present my honored guests? Viserys of House Targaryen, the third of his name. The rightful King of the Andals and the First Men. And his sister, Daenerys, of the House Targaryen.",
181,183,illyrio mopatis,1,1,winter is coming,Unnamed Scene_4,"Come forward, my dear.",
182,184,varys,1,1,winter is coming,Unnamed Scene_4,Where's he going?,
183,185,illyrio mopatis,1,1,winter is coming,Unnamed Scene_4,The ceremony is over.,
184,186,varys,1,1,winter is coming,Unnamed Scene_4,But he didn't say anything. Did he like her?,
185,187,illyrio mopatis,1,1,winter is coming,Unnamed Scene_4,"Trust me, Your Grace. If he didn't like her, we'd know.",
186,188,illyrio mopatis,1,1,winter is coming,Unnamed Scene_4,It won't be long now. Soon you will cross the Narrow Sea and take back your father's throne. The people drink secret toasts to your health. They cry out for their true king.,
187,189,varys,1,1,winter is coming,Unnamed Scene_4,When will they be married?,
188,190,illyrio mopatis,1,1,winter is coming,Unnamed Scene_4,Soon. The Dothraki never stay still for long.,
189,191,varys,1,1,winter is coming,Unnamed Scene_4,Is it true they lie with their horses?,
190,192,illyrio mopatis,1,1,winter is coming,Unnamed Scene_4,I wouldn't ask Khal Drogo.,
191,193,varys,1,1,winter is coming,Unnamed Scene_4,Do you take me for a fool?,
192,194,illyrio mopatis,1,1,winter is coming,Unnamed Scene_4,I take you for a king. Kings lack the caution of common men. My apologies if I've given offense.,
193,195,varys,1,1,winter is coming,Unnamed Scene_4,I know how to play a man like Drogo. I give him a queen and he gives me an army.,
194,196,varys,1,1,winter is coming,Unnamed Scene_4,"So do I. I want us both to go home. But they took it from us. So tell me, sweet sister, how do we go home?",
195,197,daenerys targaryen,1,1,winter is coming,Unnamed Scene_4,I don't know.,
196,198,varys,1,1,winter is coming,Unnamed Scene_4,"We go home with an army. With Khal Drogo's army. I would let his whole tribe fuck you, all 40,000 men and their horses too, if that's what it took.",
197,199,sansa stark,1,1,winter is coming,Unnamed Scene_4,Do you think Joffrey will like me? What if he thinks I'm ugly?,
198,200,catelyn stark,1,1,winter is coming,Unnamed Scene_4,Then he is the stupidest prince that ever lived.,
199,201,sansa stark,1,1,winter is coming,Unnamed Scene_4,He's so handsome.,
200,202,sansa stark,1,1,winter is coming,Unnamed Scene_4,When would we be married? Soon or do we have to wait?,
201,203,catelyn stark,1,1,winter is coming,Unnamed Scene_4,Hush now. Your father hasn't even said yes.,
202,204,sansa stark,1,1,winter is coming,Unnamed Scene_4,Why would he say no? He'd be the second most powerful man in the kingdoms.,
203,205,catelyn stark,1,1,winter is coming,Unnamed Scene_4,He'd have to leave home. He'd have to leave me. And so would you.,
204,206,sansa stark,1,1,winter is coming,Unnamed Scene_4,You left your home to come here. And I'd be queen someday. Please make father say yes.,
205,207,catelyn stark,1,1,winter is coming,Unnamed Scene_4,Sansa...,
206,208,sansa stark,1,1,winter is coming,Unnamed Scene_4,"Please, please. It's the only thing I ever wanted.",
207,209,benjen stark,1,1,winter is coming,Unnamed Scene_4,Is he dead yet?,
208,210,jon snow,1,1,winter is coming,Unnamed Scene_4,Uncle Benjen!,
209,211,benjen stark,1,1,winter is coming,Unnamed Scene_4,You got bigger. I rode all day. Didn't want to leave you alone with the Lannisters. Why aren't you at the feast?,
210,212,jon snow,1,1,winter is coming,Unnamed Scene_4,Lady Stark thought it might insult the royal family to seat a bastard in their midst.,
211,213,benjen stark,1,1,winter is coming,Unnamed Scene_4,"Well, you're always welcome on the wall. No bastard was ever refused a seat there.",
212,214,jon snow,1,1,winter is coming,Unnamed Scene_4,So take me with you when you go back.,
213,215,benjen stark,1,1,winter is coming,Unnamed Scene_4,Jon...,
214,216,jon snow,1,1,winter is coming,Unnamed Scene_4,"Father will let me if you ask him, I know he will.",
215,217,benjen stark,1,1,winter is coming,Unnamed Scene_4,The Wall isn't going anywhere.,
216,218,jon snow,1,1,winter is coming,Unnamed Scene_4,I'm ready to swear your oath.,
217,219,benjen stark,1,1,winter is coming,Unnamed Scene_4,You don't understand what you'd be giving up. We have no families. None of us will ever father sons.,
218,220,jon snow,1,1,winter is coming,Unnamed Scene_4,I don't care about that.,
219,221,benjen stark,1,1,winter is coming,Unnamed Scene_4,"You might, if you knew what it meant. ... I'd better get inside. Rescue your father from his guests. We'll talk later.",
220,222,tyrion lannister,1,1,winter is coming,Unnamed Scene_4,Your uncle's in the Night's Watch.,
221,223,jon snow,1,1,winter is coming,Unnamed Scene_4,What're you doing back there?,
222,224,tyrion lannister,1,1,winter is coming,Unnamed Scene_4,Preparing for a night with your family. I've always wanted to see the Wall.,
223,225,jon snow,1,1,winter is coming,Unnamed Scene_4,You're Tyrion Lannister. The queen's brother?,
224,226,tyrion lannister,1,1,winter is coming,Unnamed Scene_4,"My greatest accomplishment. You - you're Ned Stark's bastard, aren't you?",
225,227,tyrion lannister,1,1,winter is coming,Unnamed Scene_4,"Did I offend you? Sorry. You are the bastard, though.",
226,228,jon snow,1,1,winter is coming,Unnamed Scene_4,Lord Eddard Stark is my father.,
227,229,tyrion lannister,1,1,winter is coming,Unnamed Scene_4,"And Lady Stark is not your mother. Making you a bastard. Let me give you some advice, bastard. Never forget what you are. The rest of the world will not. Wear it like armor. Then it can never be used to hurt you.",
228,230,jon snow,1,1,winter is coming,Unnamed Scene_4,What the hell do you know about being a bastard?,
229,231,tyrion lannister,1,1,winter is coming,Unnamed Scene_4,All dwarves are bastards in their fathers' eyes.,
230,232,benjen stark,1,1,winter is coming,Unnamed Scene_5,You at a feast -- It's like a bear in a trap.,
231,233,eddard stark,1,1,winter is coming,Unnamed Scene_5,The boy I beheaded. Did you know him?,
232,234,benjen stark,1,1,winter is coming,Unnamed Scene_5,"Of course I did. Just a lad. But he was tough, Ned. A true Ranger.",
233,235,eddard stark,1,1,winter is coming,Unnamed Scene_5,He was talking madness. Said the Walkers slaughtered his friends.,
234,236,benjen stark,1,1,winter is coming,Unnamed Scene_5,The two he was with are still missing.,
235,237,eddard stark,1,1,winter is coming,Unnamed Scene_5,A wildling ambush.,
236,238,benjen stark,1,1,winter is coming,Unnamed Scene_5,Maybe. Direwolves south of the wall. Talk of the Walkers. My brother might be the next Hand to the king. Winter is coming.,
237,239,eddard stark,1,1,winter is coming,Unnamed Scene_5,Winter is coming.,
238,240,robb stark,1,1,winter is coming,Unnamed Scene_5,Uncle Benjen.,
239,241,benjen stark,1,1,winter is coming,Unnamed Scene_5,Robb boy. How are ye?,
240,242,robb stark,1,1,winter is coming,Unnamed Scene_5,I'm good.,
241,243,cersei lannister,1,1,winter is coming,Unnamed Scene_5,Yes. Lovely country.,
242,244,catelyn stark,1,1,winter is coming,Unnamed Scene_5,"I'm sure it's very grim, after Kings Landing. I remember how scared I was when Ned brought me up here for the first time.",
243,245,cersei lannister,1,1,winter is coming,Unnamed Scene_5,"Hello, little dove. But you are a beauty. How old are you?",
244,246,sansa stark,1,1,winter is coming,Unnamed Scene_5,"Thirteen, Your Grace.",
245,247,cersei lannister,1,1,winter is coming,Unnamed Scene_5,You're tall. Still growing?,
246,248,sansa stark,1,1,winter is coming,Unnamed Scene_5,"I think so, Your Grace.",
247,249,cersei lannister,1,1,winter is coming,Unnamed Scene_5,And have you bled yet?,
248,250,sansa stark,1,1,winter is coming,Unnamed Scene_5,"No, Your Grace.",
249,251,cersei lannister,1,1,winter is coming,Unnamed Scene_5,And your dress. Did you make it?,
250,252,cersei lannister,1,1,winter is coming,Unnamed Scene_5,Such talent. You must make something for me.,
251,253,cersei lannister,1,1,winter is coming,Unnamed Scene_5,I hear we might share a grandchild someday.,
252,254,catelyn stark,1,1,winter is coming,Unnamed Scene_5,I hear the same.,
253,255,cersei lannister,1,1,winter is coming,Unnamed Scene_5,Your daughter will do well in the capital. Such a beauty shouldn't stay hidden up here forever.,
254,256,eddard stark,1,1,winter is coming,Unnamed Scene_5,Your pardon.,
255,257,jaime lannister,1,1,winter is coming,Unnamed Scene_5,I hear we might be neighbors soon. I hope it's true.,
256,258,eddard stark,1,1,winter is coming,Unnamed Scene_5,"Yes, the king has honored me with his offer.",
257,259,jaime lannister,1,1,winter is coming,Unnamed Scene_5,"I'm sure we'll have a tournament to celebrate the new title, if you accept. It would be good to have you in the field. The competition has become a bit stale.",
258,260,eddard stark,1,1,winter is coming,Unnamed Scene_5,I don't fight in tournaments.,
259,261,jaime lannister,1,1,winter is coming,Unnamed Scene_5,No? Getting a little old for it?,
260,262,eddard stark,1,1,winter is coming,Unnamed Scene_5,"I don't fight in tournaments because when I fight a man for real, I don't want him to know what I can do.",
261,263,jaime lannister,1,1,winter is coming,Unnamed Scene_5,Well said.,
262,264,sansa stark,1,1,winter is coming,Unnamed Scene_5,Arya!,
263,265,robb stark,1,1,winter is coming,Unnamed Scene_5,Time for bed.,
264,266,eddard stark,1,1,winter is coming,Unnamed Scene_5,"I'm a Northman. I belong here with you, not down south in that rat's nest they call a capital.",
265,267,catelyn stark,1,1,winter is coming,Unnamed Scene_5,I won't let him take you.,
266,268,eddard stark,1,1,winter is coming,Unnamed Scene_5,The king takes what he wants. That's why he's king.,
